"func_name","file","code","cyclomatic_complexity","num_params","num_lines","has_docstring","comment_ratio","nesting_depth","num_returns","label"
"_sparse_fit","_base.py","def _sparse_fit(self, X, strategy, missing_values, fill_value):
    """"""Fit the transformer on sparse data.""""""
    missing_mask = _get_mask(X, missing_values)
    mask_data = missing_mask.data
    n_implicit_zeros = X.shape[0] - np.diff(X.indptr)

    statistics = np.empty(X.shape[1])

    if strategy == ""constant"":
        # for constant strategy, self.statistics_ is used to store
        # fill_value in each column, or np.nan for columns to drop
        statistics.fill(fill_value)

        if not self.keep_empty_features:
            for i in range(missing_mask.shape[1]):
                if all(missing_mask[:, i].data):
                    statistics[i] = np.nan

    else:
        for i in range(X.shape[1]):
            column = X.data[X.indptr[i] : X.indptr[i + 1]]
            mask_column = mask_data[X.indptr[i] : X.indptr[i + 1]]
            column = column[~mask_column]

            # combine explicit and implicit zeros
            mask_zeros = _get_mask(column, 0)
            column = column[~mask_zeros]
            n_explicit_zeros = mask_zeros.sum()
            n_zeros = n_implicit_zeros[i] + n_explicit_zeros

            if len(column) == 0 and self.keep_empty_features:
                # in case we want to keep columns with only missing values.
                statistics[i] = 0
            else:
                if strategy == ""mean"":
                    s = column.size + n_zeros
                    statistics[i] = np.nan if s == 0 else column.sum() / s

                elif strategy == ""median"":
                    statistics[i] = _get_median(column, n_zeros)

                elif strategy == ""most_frequent"":
                    statistics[i] = _most_frequent(column, 0, n_zeros)

                elif isinstance(strategy, Callable):
                    statistics[i] = self.strategy(column)

    super()._fit_indicator(missing_mask)

    return statistics","13","5","50","1","0.08","7","1","Bad"
"_open","AvifImagePlugin.py","def _open(self) -> None:
    if not SUPPORTED:
        msg = ""image file could not be opened because AVIF support not installed""
        raise SyntaxError(msg)

    if DECODE_CODEC_CHOICE != ""auto"" and not _avif.decoder_codec_available(
        DECODE_CODEC_CHOICE
    ):
        msg = ""Invalid opening codec""
        raise ValueError(msg)

    assert self.fp is not None
    self._decoder = _avif.AvifDecoder(
        self.fp.read(),
        DECODE_CODEC_CHOICE,
        _get_default_max_threads(),
    )

    # Get info from decoder
    self._size, self.n_frames, self._mode, icc, exif, exif_orientation, xmp = (
        self._decoder.get_info()
    )
    self.is_animated = self.n_frames > 1

    if icc:
        self.info[""icc_profile""] = icc
    if xmp:
        self.info[""xmp""] = xmp

    if exif_orientation != 1 or exif:
        exif_data = Image.Exif()
        if exif:
            exif_data.load(exif)
            original_orientation = exif_data.get(ExifTags.Base.Orientation, 1)
        else:
            original_orientation = 1
        if exif_orientation != original_orientation:
            exif_data[ExifTags.Base.Orientation] = exif_orientation
            exif = exif_data.tobytes()
    if exif:
        self.info[""exif""] = exif
    self.seek(0)","12","1","42","0","0.024","2","0","Okay"
"getstrlength","capi_maps.py","def getstrlength(var):
    if isstringfunction(var):
        if 'result' in var:
            a = var['result']
        else:
            a = var['name']
        if a in var['vars']:
            return getstrlength(var['vars'][a])
        else:
            errmess(f'getstrlength: function {a} has no return value?!\n')
    if not isstring(var):
        errmess(
            f'getstrlength: expected a signature of a string but got: {repr(var)}\n')
    len = '1'
    if 'charselector' in var:
        a = var['charselector']
        if '*' in a:
            len = a['*']
        elif 'len' in a:
            len = f2cexpr(a['len'])
    if re.match(r'\(\s*(\*|:)\s*\)', len) or re.match(r'(\*|:)', len):
        if isintent_hide(var):
            errmess('getstrlength:intent(hide): expected a string with defined length but got: %s\n' % (
                repr(var)))
        len = '-1'
    return len","11","1","26","0","0.0","3","2","Bad"
"_untagged_response","imaplib.py","def _untagged_response(self, typ, dat, name):
    if typ == 'NO':
        return typ, dat
    if not name in self.untagged_responses:
        return typ, [None]
    data = self.untagged_responses.pop(name)
    if __debug__:
        if self.debug >= 5:
            self._mesg('untagged_responses[%s] => %s' % (name, data))
    return typ, data","5","4","10","0","0.0","2","3","Okay"
"endElement","handler.py","def endElement(self, name):
    """"""Signals the end of an element in non-namespace mode.

    The name parameter contains the name of the element type, just
    as with the startElement event.""""""","1","2","5","1","0.0","0","0","Good"
"_open","DcxImagePlugin.py","def _open(self) -> None:
    # Header
    assert self.fp is not None
    s = self.fp.read(4)
    if not _accept(s):
        msg = ""not a DCX file""
        raise SyntaxError(msg)

    # Component directory
    self._offset = []
    for i in range(1024):
        offset = i32(self.fp.read(4))
        if not offset:
            break
        self._offset.append(offset)

    self._fp = self.fp
    self.frame = -1
    self.n_frames = len(self._offset)
    self.is_animated = self.n_frames > 1
    self.seek(0)","5","1","21","0","0.095","2","0","Good"
"getFeature","xmlbuilder.py","def getFeature(self, name):
    xname = _name_xform(name)
    try:
        return getattr(self._options, xname)
    except AttributeError:
        if name == ""infoset"":
            options = self._options
            return (options.datatype_normalization
                    and options.whitespace_in_element_content
                    and options.comments
                    and options.charset_overrides_xml_encoding
                    and not (options.namespace_declarations
                             or options.validate_if_schema
                             or options.create_entity_ref_nodes
                             or options.entities
                             or options.cdata_sections))
        raise xml.dom.NotFoundErr(""feature %s not known"" % repr(name))","11","2","17","0","0.0","1","2","Okay"
"f","fu.py","def f(rv):
    if not (
        rv.is_Mul or
        rv.is_Pow and
        rv.base.func in (cos, sin) and
        (rv.exp.is_integer or rv.base.is_positive)):
        return rv

    if first:
        n, d = [expand_mul(i) for i in rv.as_numer_denom()]
        newn = TR8(n, first=False)
        newd = TR8(d, first=False)
        if newn != n or newd != d:
            rv = gcd_terms(newn/newd)
            if rv.is_Mul and rv.args[0].is_Rational and \
                    len(rv.args) == 2 and rv.args[1].is_Add:
                rv = Mul(*rv.as_coeff_Mul())
        return rv

    args = {cos: [], sin: [], None: []}
    for a in Mul.make_args(rv):
        if a.func in (cos, sin):
            args[type(a)].append(a.args[0])
        elif (a.is_Pow and a.exp.is_Integer and a.exp > 0 and \
                a.base.func in (cos, sin)):
            # XXX this is ok but pathological expression could be handled
            # more efficiently as in TRmorrie
            args[type(a.base)].extend([a.base.args[0]]*a.exp)
        else:
            args[None].append(a)
    c = args[cos]
    s = args[sin]
    if not (c and s or len(c) > 1 or len(s) > 1):
        return rv

    args = args[None]
    n = min(len(c), len(s))
    for i in range(n):
        a1 = s.pop()
        a2 = c.pop()
        args.append((sin(a1 + a2) + sin(a1 - a2))/2)
    while len(c) > 1:
        a1 = c.pop()
        a2 = c.pop()
        args.append((cos(a1 + a2) + cos(a1 - a2))/2)
    if c:
        args.append(cos(c.pop()))
    while len(s) > 1:
        a1 = s.pop()
        a2 = s.pop()
        args.append((-cos(a1 + a2) + cos(a1 - a2))/2)
    if s:
        args.append(sin(s.pop()))
    return TR8(expand_mul(Mul(*args)))","29","1","54","0","0.037","3","4","Bad"
"edit_file","_termui_impl.py","def edit_file(self, filename: str) -> None:
    import subprocess

    editor = self.get_editor()
    environ: t.Optional[t.Dict[str, str]] = None

    if self.env:
        environ = os.environ.copy()
        environ.update(self.env)

    try:
        c = subprocess.Popen(f'{editor} ""{filename}""', env=environ, shell=True)
        exit_code = c.wait()
        if exit_code != 0:
            raise ClickException(
                _(""{editor}: Editing failed"").format(editor=editor)
            )
    except OSError as e:
        raise ClickException(
            _(""{editor}: Editing failed: {e}"").format(editor=editor, e=e)
        ) from e","4","2","21","0","0.0","2","0","Good"
"_handle_target_dir","install.py","def _handle_target_dir(
    self, target_dir: str, target_temp_dir: TempDirectory, upgrade: bool
) -> None:
    ensure_dir(target_dir)

    # Checking both purelib and platlib directories for installed
    # packages to be moved to target directory
    lib_dir_list = []

    # Checking both purelib and platlib directories for installed
    # packages to be moved to target directory
    scheme = get_scheme("""", home=target_temp_dir.path)
    purelib_dir = scheme.purelib
    platlib_dir = scheme.platlib
    data_dir = scheme.data

    if os.path.exists(purelib_dir):
        lib_dir_list.append(purelib_dir)
    if os.path.exists(platlib_dir) and platlib_dir != purelib_dir:
        lib_dir_list.append(platlib_dir)
    if os.path.exists(data_dir):
        lib_dir_list.append(data_dir)

    for lib_dir in lib_dir_list:
        for item in os.listdir(lib_dir):
            if lib_dir == data_dir:
                ddir = os.path.join(data_dir, item)
                if any(s.startswith(ddir) for s in lib_dir_list[:-1]):
                    continue
            target_item_dir = os.path.join(target_dir, item)
            if os.path.exists(target_item_dir):
                if not upgrade:
                    logger.warning(
                        ""Target directory %s already exists. Specify ""
                        ""--upgrade to force replacement."",
                        target_item_dir,
                    )
                    continue
                if os.path.islink(target_item_dir):
                    logger.warning(
                        ""Target directory %s already exists and is ""
                        ""a link. pip will not automatically replace ""
                        ""links, please remove if replacement is ""
                        ""desired."",
                        target_item_dir,
                    )
                    continue
                if os.path.isdir(target_item_dir):
                    shutil.rmtree(target_item_dir)
                else:
                    os.remove(target_item_dir)

            shutil.move(os.path.join(lib_dir, item), target_item_dir)","14","4","53","0","0.075","4","0","Bad"
"__init__","__init__.py","def __init__(self, seq):
    if isinstance(seq, str):
        self.data = seq
    elif isinstance(seq, UserString):
        self.data = seq.data[:]
    else:
        self.data = str(seq)","3","2","7","0","0.0","2","0","Good"
"_get_page_number_by_indirect","_writer.py","def _get_page_number_by_indirect(
    self, indirect_reference: Union[None, int, NullObject, IndirectObject]
) -> Optional[int]:
    """"""
    Generate _page_id2num.

    Args:
        indirect_reference:

    Returns:
        The page number or None

    """"""
    # To provide same function as in PdfReader
    if is_null_or_none(indirect_reference):
        return None
    assert indirect_reference is not None, ""mypy""
    if isinstance(indirect_reference, int):
        indirect_reference = IndirectObject(indirect_reference, 0, self)
    obj = indirect_reference.get_object()
    if isinstance(obj, PageObject):
        return obj.page_number
    return None","5","2","23","1","0.043","1","3","Good"
"validate_axisbelow","rcsetup.py","def validate_axisbelow(s):
    try:
        return validate_bool(s)
    except ValueError:
        if isinstance(s, str):
            if s == 'line':
                return 'line'
    raise ValueError(f'{s!r} cannot be interpreted as'
                     ' True, False, or ""line""')","4","1","9","0","0.0","1","2","Good"
"updateFilenameFromPath","__init__.py","def updateFilenameFromPath(self, masters=True, instances=True, force=False):
    """"""Set a descriptor filename attr from the path and this document path.

    If the filename attribute is not None: skip it.
    """"""
    if masters:
        for descriptor in self.sources:
            if descriptor.filename is not None and not force:
                continue
            if self.path is not None:
                descriptor.filename = self._posixRelativePath(descriptor.path)
    if instances:
        for descriptor in self.instances:
            if descriptor.filename is not None and not force:
                continue
            if self.path is not None:
                descriptor.filename = self._posixRelativePath(descriptor.path)","11","4","17","1","0.0","3","0","Bad"
"update_interface","base.py","def update_interface(self) -> None:
    """"""Update the interface.""""""
    try:
        line = self.status_stream.readline()
    except OSError as err:
        # resource temporarly unavailable is ignored
        if err.errno != errno.EAGAIN and err.errno != errno.EWOULDBLOCK:
            print(err.strerror)
        return

    pkgname = status = status_str = percent = base = """"

    if line.startswith(""pm""):
        try:
            (status, pkgname, percent, status_str) = line.split("":"", 3)
        except ValueError:
            # silently ignore lines that can't be parsed
            return
    elif line.startswith(""status""):
        try:
            (base, pkgname, status, status_str) = line.split("":"", 3)
        except ValueError:
            (base, pkgname, status) = line.split("":"", 2)
    elif line.startswith(""processing""):
        (status, status_str, pkgname) = line.split("":"", 2)
        self.processing(pkgname.strip(), status_str.strip())

    # Always strip the status message
    pkgname = pkgname.strip()
    status_str = status_str.strip()
    status = status.strip()

    if status == ""pmerror"" or status == ""error"":
        self.error(pkgname, status_str)
    elif status == ""conffile-prompt"" or status == ""pmconffile"":
        match = re.match(""\\s*'(.*)'\\s*'(.*)'.*"", status_str)
        if match:
            self.conffile(match.group(1), match.group(2))
    elif status == ""pmstatus"":
        # FIXME: Float comparison
        if float(percent) != self.percent or status_str != self.status:
            self.status_change(pkgname, float(percent), status_str.strip())
            self.percent = float(percent)
            self.status = status_str.strip()
    elif base == ""status"":
        self.dpkg_status_change(pkgname, status)","18","1","46","1","0.087","4","2","Okay"
"__getitem__","core.py","def __getitem__(self, key):
    """"""
    use ``[]`` indexing notation as a short form for expression repetition:

    - ``expr[n]`` is equivalent to ``expr*n``
    - ``expr[m, n]`` is equivalent to ``expr*(m, n)``
    - ``expr[n, ...]`` or ``expr[n,]`` is equivalent
         to ``expr*n + ZeroOrMore(expr)``
         (read as ""at least n instances of ``expr``"")
    - ``expr[..., n]`` is equivalent to ``expr*(0, n)``
         (read as ""0 to n instances of ``expr``"")
    - ``expr[...]`` and ``expr[0, ...]`` are equivalent to ``ZeroOrMore(expr)``
    - ``expr[1, ...]`` is equivalent to ``OneOrMore(expr)``

    ``None`` may be used in place of ``...``.

    Note that ``expr[..., n]`` and ``expr[m, n]`` do not raise an exception
    if more than ``n`` ``expr``\\ s exist in the input stream.  If this behavior is
    desired, then write ``expr[..., n] + ~expr``.

    For repetition with a stop_on expression, use slice notation:

    - ``expr[...: end_expr]`` and ``expr[0, ...: end_expr]`` are equivalent to ``ZeroOrMore(expr, stop_on=end_expr)``
    - ``expr[1, ...: end_expr]`` is equivalent to ``OneOrMore(expr, stop_on=end_expr)``

    """"""

    stop_on_defined = False
    stop_on = NoMatch()
    if isinstance(key, slice):
        key, stop_on = key.start, key.stop
        if key is None:
            key = ...
        stop_on_defined = True
    elif isinstance(key, tuple) and isinstance(key[-1], slice):
        key, stop_on = (key[0], key[1].start), key[1].stop
        stop_on_defined = True

    # convert single arg keys to tuples
    if isinstance(key, str_type):
        key = (key,)
    try:
        iter(key)
    except TypeError:
        key = (key, key)

    if len(key) > 2:
        raise TypeError(
            f""only 1 or 2 index arguments supported ({key[:5]}{f'... [{len(key)}]' if len(key) > 5 else ''})""
        )

    # clip to 2 elements
    ret = self * tuple(key[:2])
    ret = typing.cast(_MultipleMatch, ret)

    if stop_on_defined:
        ret.stopOn(stop_on)

    return ret","10","2","59","1","0.034","2","1","Okay"
"_parse_specifier","package_specifier.py","def _parse_specifier(package_spec: str) -> ParsedPackage:
    """"""Parse package_spec as would be given to pipx""""""
    # If package_spec is valid pypi name, pip will always treat it as a
    #       pypi package, not checking for local path.
    #       We replicate pypi precedence here (only non-valid-pypi names
    #       initiate check for local path, e.g. './package-name')
    valid_pep508 = None
    valid_url = None
    valid_local_path = None

    try:
        package_req = Requirement(package_spec)
    except InvalidRequirement:
        # not a valid PEP508 package specification
        pass
    else:
        # valid PEP508 package specification
        valid_pep508 = package_req

    if valid_pep508 and package_req.name.endswith(ARCHIVE_EXTENSIONS):
        # It might be a local archive
        (package_path, package_path_exists) = _check_package_path(package_req.name)

        if package_path_exists:
            valid_local_path = str(package_path.resolve())
        else:
            raise PipxError(f""{package_path} does not exist"")

    # If this looks like a URL, treat it as such.
    if not valid_pep508:
        parsed_url = urllib.parse.urlsplit(package_spec)
        if parsed_url.scheme and parsed_url.netloc:
            valid_url = package_spec

    # Treat the input as a local path if it does not look like a PEP 508
    # specifier nor a URL. In this case we want to split out the extra part.
    if not valid_pep508 and not valid_url:
        (package_path_str, package_extras_str) = _split_path_extras(package_spec)
        (package_path, package_path_exists) = _check_package_path(package_path_str)
        if package_path_exists:
            valid_local_path = str(package_path.resolve()) + package_extras_str

    if not valid_pep508 and not valid_url and not valid_local_path:
        raise PipxError(f""Unable to parse package spec: {package_spec}"")

    if valid_pep508 and valid_local_path:
        # It is a valid local path without ""./""
        # Use valid_local_path
        valid_pep508 = None

    return ParsedPackage(
        valid_pep508=valid_pep508,
        valid_url=valid_url,
        valid_local_path=valid_local_path,
    )","17","1","55","1","0.218","2","1","Okay"
"__getitem__","extension_dict.py","def __getitem__(self, extension_handle):
  """"""Returns the current value of the given extension handle.""""""

  _VerifyExtensionHandle(self._extended_message, extension_handle)

  result = self._extended_message._fields.get(extension_handle)
  if result is not None:
    return result

  if extension_handle.is_repeated:
    result = extension_handle._default_constructor(self._extended_message)
  elif extension_handle.cpp_type == FieldDescriptor.CPPTYPE_MESSAGE:
    message_type = extension_handle.message_type
    if not hasattr(message_type, '_concrete_class'):
      # pylint: disable=g-import-not-at-top
      from google.protobuf import message_factory
      message_factory.GetMessageClass(message_type)
    if not hasattr(extension_handle.message_type, '_concrete_class'):
      from google.protobuf import message_factory
      message_factory.GetMessageClass(extension_handle.message_type)
    result = extension_handle.message_type._concrete_class()
    try:
      result._SetListener(self._extended_message._listener_for_children)
    except ReferenceError:
      pass
  else:
    # Singular scalar -- just return the default without inserting into the
    # dict.
    return extension_handle.default_value

  # Atomically check if another thread has preempted us and, if not, swap
  # in the new object we just created.  If someone has preempted us, we
  # take that object and discard ours.
  # WARNING:  We are relying on setdefault() being atomic.  This is true
  #   in CPython but we haven't investigated others.  This warning appears
  #   in several other locations in this file.
  result = self._extended_message._fields.setdefault(
      extension_handle, result)

  return result","7","2","40","1","0.225","3","3","Good"
"cb_routsign2map","capi_maps.py","def cb_routsign2map(rout, um):
    """"""
    name,begintitle,endtitle,argname
    ctype,rctype,maxnofargs,nofoptargs,returncptr
    """"""
    ret = {'name': f""cb_{rout['name']}_in_{um}"",
           'returncptr': ''}
    if isintent_callback(rout):
        if '_' in rout['name']:
            F_FUNC = 'F_FUNC_US'
        else:
            F_FUNC = 'F_FUNC'
        ret['callbackname'] = f""{F_FUNC}({rout['name'].lower()},{rout['name'].upper()})""
        ret['static'] = 'extern'
    else:
        ret['callbackname'] = ret['name']
        ret['static'] = 'static'
    ret['argname'] = rout['name']
    ret['begintitle'] = gentitle(ret['name'])
    ret['endtitle'] = gentitle(f""end of {ret['name']}"")
    ret['ctype'] = getctype(rout)
    ret['rctype'] = 'void'
    if ret['ctype'] == 'string':
        ret['rctype'] = 'void'
    else:
        ret['rctype'] = ret['ctype']
    if ret['rctype'] != 'void':
        if iscomplexfunction(rout):
            ret['returncptr'] = """"""
#ifdef F2PY_CB_RETURNCOMPLEX
return_value=
#endif
""""""
        else:
            ret['returncptr'] = 'return_value='
    if ret['ctype'] in cformat_map:
        ret['showvalueformat'] = f""{cformat_map[ret['ctype']]}""
    if isstringfunction(rout):
        ret['strlength'] = getstrlength(rout)
    if isfunction(rout):
        if 'result' in rout:
            a = rout['result']
        else:
            a = rout['name']
        if hasnote(rout['vars'][a]):
            ret['note'] = rout['vars'][a]['note']
            rout['vars'][a]['note'] = ['See elsewhere.']
        ret['rname'] = a
        ret['pydocsign'], ret['pydocsignout'] = getpydocsign(a, rout)
        if iscomplexfunction(rout):
            ret['rctype'] = """"""
#ifdef F2PY_CB_RETURNCOMPLEX
#ctype#
#else
void
#endif
""""""
    elif hasnote(rout):
        ret['note'] = rout['note']
        rout['note'] = ['See elsewhere.']
    nofargs = 0
    nofoptargs = 0
    if 'args' in rout and 'vars' in rout:
        for a in rout['args']:
            var = rout['vars'][a]
            if l_or(isintent_in, isintent_inout)(var):
                nofargs = nofargs + 1
                if isoptional(var):
                    nofoptargs = nofoptargs + 1
    ret['maxnofargs'] = repr(nofargs)
    ret['nofoptargs'] = repr(nofoptargs)
    if hasnote(rout) and isfunction(rout) and 'result' in rout:
        ret['routnote'] = rout['note']
        rout['note'] = ['See elsewhere.']
    return ret","21","2","75","1","0.08","4","1","Bad"
"_parse_struct_declarator","c_parser.py","def _parse_struct_declarator(self) -> ""_DeclInfo"":
    if self._accept(""COLON""):
        bitsize = self._parse_constant_expression()
        return {
            ""decl"": c_ast.TypeDecl(None, None, None, None),
            ""init"": None,
            ""bitsize"": bitsize,
        }

    decl = self._parse_declarator()
    if self._accept(""COLON""):
        bitsize = self._parse_constant_expression()
        return {""decl"": decl, ""init"": None, ""bitsize"": bitsize}

    return {""decl"": decl, ""init"": None, ""bitsize"": None}","3","1","15","0","0.0","1","3","Good"
"_f","fu.py","def _f(rv):
    # I'm not sure if this transformation should target all even powers
    # or only those expressible as powers of 2. Also, should it only
    # make the changes in powers that appear in sums -- making an isolated
    # change is not going to allow a simplification as far as I can tell.
    if not (rv.is_Pow and rv.base.func == f):
        return rv
    if not rv.exp.is_real:
        return rv

    if (rv.exp < 0) == True:
        return rv
    if (rv.exp > max) == True:
        return rv
    if rv.exp == 1:
        return rv
    if rv.exp == 2:
        return h(g(rv.base.args[0])**2)
    else:
        if rv.exp % 2 == 1:
            e = rv.exp//2
            return f(rv.base.args[0])*h(g(rv.base.args[0])**2)**e
        elif rv.exp == 4:
            e = 2
        elif not pow:
            if rv.exp % 2:
                return rv
            e = rv.exp//2
        else:
            p = perfect_power(rv.exp)
            if not p:
                return rv
            e = rv.exp//2
        return h(g(rv.base.args[0])**2)**e","13","1","34","0","0.118","5","10","Bad"
"connection_made","streams.py","def connection_made(self, transport):
    if self._reject_connection:
        context = {
            'message': ('An open stream was garbage collected prior to '
                        'establishing network connection; '
                        'call ""stream.close()"" explicitly.')
        }
        if self._source_traceback:
            context['source_traceback'] = self._source_traceback
        self._loop.call_exception_handler(context)
        transport.abort()
        return
    self._transport = transport
    reader = self._stream_reader
    if reader is not None:
        reader.set_transport(transport)
    self._over_ssl = transport.get_extra_info('sslcontext') is not None
    if self._client_connected_cb is not None:
        self._stream_writer = StreamWriter(transport, self,
                                           reader,
                                           self._loop)
        res = self._client_connected_cb(reader,
                                        self._stream_writer)
        if coroutines.iscoroutine(res):
            def callback(task):
                if task.cancelled():
                    transport.close()
                    return
                exc = task.exception()
                if exc is not None:
                    self._loop.call_exception_handler({
                        'message': 'Unhandled exception in client_connected_cb',
                        'exception': exc,
                        'transport': transport,
                    })
                    transport.close()

            self._task = self._loop.create_task(res)
            self._task.add_done_callback(callback)

        self._strong_reader = None","6","2","41","0","0.0","2","2","Okay"
"edge_betweenness_centrality_subset","betweenness_subset.py","def edge_betweenness_centrality_subset(
    G, sources, targets, normalized=False, weight=None
):
    r""""""Compute betweenness centrality for edges for a subset of nodes.

    .. math::

       c_B(e) = \sum_{s \in S, t \in T} \frac{\sigma(s, t | e)}{\sigma(s, t)}

    where $S$ is the set of sources, $T$ is the set of targets,
    $\sigma(s, t)$ is the number of shortest $(s, t)$-paths,
    and $\sigma(s, t | e)$ is the number of those paths
    passing through edge $e$ [1]_.
    The denominator $\sigma(s, t)$ is a normalization factor that can be
    turned off to get the raw path counts.

    Parameters
    ----------
    G : graph
        A networkx graph.

    sources: list of nodes
        Nodes to use as sources for shortest paths in betweenness.

    targets: list of nodes
        Nodes to use as targets for shortest paths in betweenness.

    normalized : bool, optional (default=False)
        If `True`, the betweenness values are rescaled by dividing by the number of
        possible $(s, t)$-pairs in the graph.

    weight : None or string, optional (default=None)
        If `None`, all edge weights are 1.
        Otherwise holds the name of the edge attribute used as weight.
        Weights are used to calculate weighted shortest paths, so they are
        interpreted as distances.

    Returns
    -------
    edges : dict
        Dictionary of edges with betweenness centrality as the value.

    See Also
    --------
    betweenness_centrality
    betweenness_centrality_subset
    edge_betweenness_centrality
    edge_load

    Notes
    -----
    The basic algorithm is from [1]_.

    For weighted graphs the edge weights must be greater than zero.
    Zero edge weights can produce an infinite number of equal length
    paths between pairs of nodes.

    The normalization might seem a little strange but it is the same
    as in edge_betweenness_centrality() and is designed to make
    edge_betweenness_centrality(G) be the same as
    edge_betweenness_centrality_subset(G,sources=G.nodes(),targets=G.nodes()).

    References
    ----------
    .. [1] Ulrik Brandes: On Variants of Shortest-Path Betweenness
       Centrality and their Generic Computation.
       Social Networks 30(2):136-145, 2008.
       https://doi.org/10.1016/j.socnet.2007.11.001
    """"""
    b = dict.fromkeys(G, 0.0)  # b[v]=0 for v in G
    b.update(dict.fromkeys(G.edges(), 0.0))  # b[e] for e in G.edges()
    for s in sources:
        # single source shortest paths
        if weight is None:  # use BFS
            S, P, sigma, _ = shortest_path(G, s)
        else:  # use Dijkstra's algorithm
            S, P, sigma, _ = dijkstra(G, s, weight)
        b = _accumulate_edges_subset(b, S, P, sigma, s, targets)
    for n in G:  # remove nodes to only return edges
        del b[n]
    b = _rescale(b, len(G), normalized=normalized, directed=G.is_directed())
    if G.is_multigraph():
        b = _add_edge_keys(G, b, weight=weight)
    return b","5","5","84","1","0.012","2","1","Okay"
"get_tags","_tags.py","def get_tags(estimator) -> Tags:
    """"""Get estimator tags.

    :class:`~sklearn.BaseEstimator` provides the estimator tags machinery.

    For scikit-learn built-in estimators, we should still rely on
    `self.__sklearn_tags__()`. `get_tags(est)` should be used when we
    are not sure where `est` comes from: typically
    `get_tags(self.estimator)` where `self` is a meta-estimator, or in
    the common checks.

    .. versionadded:: 1.6

    Parameters
    ----------
    estimator : estimator object
        The estimator from which to get the tag.

    Returns
    -------
    tags : :class:`~.sklearn.utils.Tags`
        The estimator tags.
    """"""

    try:
        tags = estimator.__sklearn_tags__()
    except AttributeError as exc:
        if ""object has no attribute '__sklearn_tags__'"" in str(exc):
            # Happens when `__sklearn_tags__` is implemented by calling
            # `super().__sklearn_tags__()` but there is no `__sklearn_tags__`
            # method in the base class. Typically happens when only inheriting
            # from Mixins.

            raise AttributeError(
                f""The following error was raised: {exc}. It seems that ""
                ""there are no classes that implement `__sklearn_tags__` ""
                ""in the MRO and/or all classes in the MRO call ""
                ""`super().__sklearn_tags__()`. Make sure to inherit from ""
                ""`BaseEstimator` which implements `__sklearn_tags__` (or ""
                ""alternatively define `__sklearn_tags__` but we don't recommend ""
                ""this approach). Note that `BaseEstimator` needs to be on the ""
                ""right side of other Mixins in the inheritance order.""
            )
        else:
            raise

    return tags","3","1","47","1","0.085","1","1","Good"
"_cmpkey","version.py","def _cmpkey(
    epoch: int,
    release: Tuple[int, ...],
    pre: Optional[Tuple[str, int]],
    post: Optional[Tuple[str, int]],
    dev: Optional[Tuple[str, int]],
    local: Optional[Tuple[SubLocalType]],
) -> CmpKey:

    # When we compare a release version, we want to compare it with all of the
    # trailing zeros removed. So we'll use a reverse the list, drop all the now
    # leading zeros until we come to something non zero, then take the rest
    # re-reverse it back into the correct order and make it a tuple and use
    # that for our sorting key.
    _release = tuple(
        reversed(list(itertools.dropwhile(lambda x: x == 0, reversed(release))))
    )

    # We need to ""trick"" the sorting algorithm to put 1.0.dev0 before 1.0a0.
    # We'll do this by abusing the pre segment, but we _only_ want to do this
    # if there is not a pre or a post segment. If we have one of those then
    # the normal sorting rules will handle this case correctly.
    if pre is None and post is None and dev is not None:
        _pre: PrePostDevType = NegativeInfinity
    # Versions without a pre-release (except as noted above) should sort after
    # those with one.
    elif pre is None:
        _pre = Infinity
    else:
        _pre = pre

    # Versions without a post segment should sort before those with one.
    if post is None:
        _post: PrePostDevType = NegativeInfinity

    else:
        _post = post

    # Versions without a development segment should sort after those with one.
    if dev is None:
        _dev: PrePostDevType = Infinity

    else:
        _dev = dev

    if local is None:
        # Versions without a local segment should sort before those with one.
        _local: LocalType = NegativeInfinity
    else:
        # Versions with a local segment need that segment parsed to implement
        # the sorting rules in PEP440.
        # - Alpha numeric segments sort before numeric segments
        # - Alpha numeric segments sort lexicographically
        # - Numeric segments sort numerically
        # - Shorter versions sort before longer versions when the prefixes
        #   match exactly
        _local = tuple(
            (i, """") if isinstance(i, int) else (NegativeInfinity, i) for i in local
        )

    return epoch, _release, _pre, _post, _dev, _local","10","6","61","0","0.344","2","1","Okay"
"_expect_reference_link","inline_parser.py","def _expect_reference_link(
    text: str, start: int, link_text: str, link_ref_defs: dict[str, tuple[str, str]]
) -> tuple[Group, Group, int] | None:
    link_label = _parse_link_label(text, start)
    label = link_text
    if link_label is not None:
        assert link_label.text is not None
        label = link_label.text[1:-1] or link_text
    elif text[start : start + 2] == ""[]"":
        link_label = Group(start, start + 2, ""[]"")
    result = _get_reference_link(label, link_ref_defs)
    if not result:
        return None
    link_dest = Group(start, start, result[0])
    link_title = Group(start, start, result[1])
    return (link_dest, link_title, link_label.end if link_label else start)","7","4","16","0","0.0","2","2","Okay"
